,doi,title,authors,author_corresponding,author_corresponding_institution,date,category,abstract,url,combined,n_tokens
24,10.1101/2023.01.07.523121,Protein language model embedded geometric graphs power inter-protein contact prediction,"Si, Y.; Yan, C.",Chengfei Yan,Huazhong University of Science and Technology,2023-01-08,bioinformatics,"Accurate prediction of contacting residue pairs between interacting proteins is very useful for structural characterization of protein-protein interactions (PPIs). Although significant improvement has been made in inter-protein contact prediction recently, there is still large room for improving the prediction accuracy. Here we present a new deep learning method referred to as PLMGraph-Inter for inter-protein contact prediction. Specifically, we employ rotationally and translationally invariant geometric graphs obtained from structures of interacting proteins to integrate multiple protein language models, which are successively transformed by graph encoders formed by geometric vector perceptrons and residual networks formed by dimensional hybrid residual blocks to predict inter-protein contacts. Extensive evaluation on multiple test sets shows that PLMGraph-Inter significantly outperforms three top inter-protein contact prediction methods, including DRN-1D2D_Inter, DeepHomo and GLINTER. Finally, we show leveraging the contacts predicted by PLMGraph-Inter as constraints for protein-protein docking can dramatically improve its performance for protein complex structure prediction.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.07.523121,"Title: Protein language model embedded geometric graphs power inter-protein contact prediction; Authors: Si, Y.; Yan, C.; Corresponding Author: Chengfei Yan; Author Institution: Huazhong University of Science and Technology; Category: bioinformatics; Abstract: Accurate prediction of contacting residue pairs between interacting proteins is very useful for structural characterization of protein-protein interactions (PPIs). Although significant improvement has been made in inter-protein contact prediction recently, there is still large room for improving the prediction accuracy. Here we present a new deep learning method referred to as PLMGraph-Inter for inter-protein contact prediction. Specifically, we employ rotationally and translationally invariant geometric graphs obtained from structures of interacting proteins to integrate multiple protein language models, which are successively transformed by graph encoders formed by geometric vector perceptrons and residual networks formed by dimensional hybrid residual blocks to predict inter-protein contacts. Extensive evaluation on multiple test sets shows that PLMGraph-Inter significantly outperforms three top inter-protein contact prediction methods, including DRN-1D2D_Inter, DeepHomo and GLINTER. Finally, we show leveraging the contacts predicted by PLMGraph-Inter as constraints for protein-protein docking can dramatically improve its performance for protein complex structure prediction.",261
25,10.1101/2023.01.06.523019,Identification and Characterization of novel long non-coding RNAs in vascular smooth cells,"Solomon, C. U.; McVey, D. G.; Andreadi, C.; Gong, P.; Turner, L.; Khemiri, S.; Chamberlain, J. C.; Webb, T. R.; Samani, N.; Ye, S.",Shu Ye,University of Leicester,2023-01-08,bioinformatics,"A significant portion of the RNA produced from the human genome consists of long non-coding RNAs (lncRNAs). These molecules tend to have lower levels of expression, are more specific to certain tissues, and show greater variation in expression between individuals compared to protein-coding messenger RNAs (mRNAs). LncRNAs have been linked with regulatory roles in gene expression and genome architecture. There is growing evidence that lncRNAs play important roles in many biological processes and diseases, and a number of lncRNAs have been identified as potential therapeutic targets. Here, we report the identification and characterization of the lncRNA landscape of vascular smooth muscle cells (VSMC). We used an ensemble of bioinformatics tools to identify 329 novel lncRNAs from a large VSMC RNA-Seq dataset. We found that majority of the novel lncRNAs are natural antisense transcripts of protein-coding genes. In addition, we predicted cellular localization and potential miRNAs that targets the novel lncRNAs and found that most localize in the cytoplasm and that miRNA target site ranged from 2-889 sites on each novel lncRNA. Furthermore, we identified co-expressed lncRNAs that correlate with the proliferation, migration and apoptosis of vascular smooth muscle cells. These results suggest that we have identified a diverse set of previously unknown lncRNAs that may be involved in important regulatory pathways in vascular smooth muscle cells.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.06.523019,"Title: Identification and Characterization of novel long non-coding RNAs in vascular smooth cells; Authors: Solomon, C. U.; McVey, D. G.; Andreadi, C.; Gong, P.; Turner, L.; Khemiri, S.; Chamberlain, J. C.; Webb, T. R.; Samani, N.; Ye, S.; Corresponding Author: Shu Ye; Author Institution: University of Leicester; Category: bioinformatics; Abstract: A significant portion of the RNA produced from the human genome consists of long non-coding RNAs (lncRNAs). These molecules tend to have lower levels of expression, are more specific to certain tissues, and show greater variation in expression between individuals compared to protein-coding messenger RNAs (mRNAs). LncRNAs have been linked with regulatory roles in gene expression and genome architecture. There is growing evidence that lncRNAs play important roles in many biological processes and diseases, and a number of lncRNAs have been identified as potential therapeutic targets. Here, we report the identification and characterization of the lncRNA landscape of vascular smooth muscle cells (VSMC). We used an ensemble of bioinformatics tools to identify 329 novel lncRNAs from a large VSMC RNA-Seq dataset. We found that majority of the novel lncRNAs are natural antisense transcripts of protein-coding genes. In addition, we predicted cellular localization and potential miRNAs that targets the novel lncRNAs and found that most localize in the cytoplasm and that miRNA target site ranged from 2-889 sites on each novel lncRNA. Furthermore, we identified co-expressed lncRNAs that correlate with the proliferation, migration and apoptosis of vascular smooth muscle cells. These results suggest that we have identified a diverse set of previously unknown lncRNAs that may be involved in important regulatory pathways in vascular smooth muscle cells.",395
26,10.1101/2023.01.07.523045,IraM Remodels the RssB Segmented Helical Linker to Stabilize σs against Degradation by ClpXP,"Brugger, C.; Srirangam, S.; Deaconescu, A.",Alexandra Deaconescu,Brown University,2023-01-08,biophysics,"Upon Mg2+ starvation, a condition often associated with virulence, enterobacteria inhibit the ClpXP-dependent proteolysis of the master transcriptional regulator, {sigma}s, via IraM, a poorly understood anti-adaptor that prevents RssB-dependent loading of {sigma}s onto ClpXP. This inhibition results in {sigma}s accumulation, and expression of stress resistance genes. Here we report on the structural analysis of RssB bound to IraM, which reveals that IraM induces two folding transitions within RssB, which are amplified via a segmental helical linker. This work highlights the remarkable structural plasticity of RssB and reveals how a stress-specific RssB antagonist modulates a core stress response pathway that could be leveraged to control biofilm formation, virulence, and the development of antibiotic resistance.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.07.523045,"Title: IraM Remodels the RssB Segmented Helical Linker to Stabilize σs against Degradation by ClpXP; Authors: Brugger, C.; Srirangam, S.; Deaconescu, A.; Corresponding Author: Alexandra Deaconescu; Author Institution: Brown University; Category: biophysics; Abstract: Upon Mg2+ starvation, a condition often associated with virulence, enterobacteria inhibit the ClpXP-dependent proteolysis of the master transcriptional regulator, {sigma}s, via IraM, a poorly understood anti-adaptor that prevents RssB-dependent loading of {sigma}s onto ClpXP. This inhibition results in {sigma}s accumulation, and expression of stress resistance genes. Here we report on the structural analysis of RssB bound to IraM, which reveals that IraM induces two folding transitions within RssB, which are amplified via a segmental helical linker. This work highlights the remarkable structural plasticity of RssB and reveals how a stress-specific RssB antagonist modulates a core stress response pathway that could be leveraged to control biofilm formation, virulence, and the development of antibiotic resistance.",252
27,10.1101/2023.01.07.523125,Mechanism of physical force induced human slack channel desensitization,"Zhang, M.; Shan, Y.; Pei, D.",Duanqing Pei,Westlake univercity,2023-01-08,biophysics,"Human Slack (hSlack) channel is abundantly expressed in the central nervous system and regulates numerous physiological processes. Here, we identified hSlack channel is a voltage dependent physical force induced desensitization potassium channel. In the cell-attached mode, hSlack exhibited large voltage dependent potassium currents without significant delayed rectification or C-type inactivation. After breaking the cell membrane resulting the inside-out mode, the potassium currents were largely inhibited and it transited to the strong voltage dependent delayed rectified state. Structural results suggested that the ""S6 site"" confers the voltage dependent delayed rectification of hSlack channel, like our recent finding in hEag2 channel (In revision). Strikingly, the physical force induced desensitization and gating kinetics transition are mediated by the gatekeeper lipids in the central pore. Our results reported a novel physical force sensing channel through the pore lipids mediating physical force induced desensitization and gating kinetics transition. It opens a new door to understand the molecular basis of mechanobiology.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.07.523125,"Title: Mechanism of physical force induced human slack channel desensitization; Authors: Zhang, M.; Shan, Y.; Pei, D.; Corresponding Author: Duanqing Pei; Author Institution: Westlake univercity; Category: biophysics; Abstract: Human Slack (hSlack) channel is abundantly expressed in the central nervous system and regulates numerous physiological processes. Here, we identified hSlack channel is a voltage dependent physical force induced desensitization potassium channel. In the cell-attached mode, hSlack exhibited large voltage dependent potassium currents without significant delayed rectification or C-type inactivation. After breaking the cell membrane resulting the inside-out mode, the potassium currents were largely inhibited and it transited to the strong voltage dependent delayed rectified state. Structural results suggested that the ""S6 site"" confers the voltage dependent delayed rectification of hSlack channel, like our recent finding in hEag2 channel (In revision). Strikingly, the physical force induced desensitization and gating kinetics transition are mediated by the gatekeeper lipids in the central pore. Our results reported a novel physical force sensing channel through the pore lipids mediating physical force induced desensitization and gating kinetics transition. It opens a new door to understand the molecular basis of mechanobiology.",271
28,10.1101/2023.01.07.523124,Mechanism underlying delayed rectifying in human voltage-mediated activation Eag2 channel,"Pei, D.; Mingfeng, Z.; Shan, Y.",Duanqing Pei,Westlake university,2023-01-08,biophysics,"Voltage gradient is a general physical cue that regulates diverse biological function through voltage-gated ion channels. How voltage sensing mediates ion flows remains unknown at the molecular level. Here, we report six conformations of the human Eag2 (hEag2) ranging from closed, pre-open, open, and pore dilation but non-conducting states captured by cryo-electron microscopy (cryo-EM). These multiple states illuminate dynamics of selectivity filter and ion permeating pathway with delayed rectifier property and Cole-Moore effect at the atomic level. Mechanistically, a short S4-S5 linker is coupled with the constrict sites to mediate voltage transducing in a non-domain-swapped configuration, resulting transitions for constrict sites of F464s and Q472s from gating to open state stabilizing for voltage energy transduction. Meanwhile, an additional ion occupied at positions S6 potassium ion confers the delayed rectifier property and Cole-Moore effects. These results provide novel insight into voltage transducing and potassium current across membrane, and shed light on the long-sought Cole-Moore effects.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.07.523124,"Title: Mechanism underlying delayed rectifying in human voltage-mediated activation Eag2 channel; Authors: Pei, D.; Mingfeng, Z.; Shan, Y.; Corresponding Author: Duanqing Pei; Author Institution: Westlake university; Category: biophysics; Abstract: Voltage gradient is a general physical cue that regulates diverse biological function through voltage-gated ion channels. How voltage sensing mediates ion flows remains unknown at the molecular level. Here, we report six conformations of the human Eag2 (hEag2) ranging from closed, pre-open, open, and pore dilation but non-conducting states captured by cryo-electron microscopy (cryo-EM). These multiple states illuminate dynamics of selectivity filter and ion permeating pathway with delayed rectifier property and Cole-Moore effect at the atomic level. Mechanistically, a short S4-S5 linker is coupled with the constrict sites to mediate voltage transducing in a non-domain-swapped configuration, resulting transitions for constrict sites of F464s and Q472s from gating to open state stabilizing for voltage energy transduction. Meanwhile, an additional ion occupied at positions S6 potassium ion confers the delayed rectifier property and Cole-Moore effects. These results provide novel insight into voltage transducing and potassium current across membrane, and shed light on the long-sought Cole-Moore effects.",286
29,10.1101/2023.01.07.523099,Fertility decline in female mosquitoes is regulated by the orco olfactory co-receptor,"David, O. G.; Sanchez, K. M.; Arce, A. V.; Costa-da-Silva, A. L.; Bellantuono, A. J.; DeGennaro, M.",Matthew DeGennaro,Florida International University,2023-01-08,genetics,"Female Aedes aegypti mosquitoes undergo multiple rounds of reproduction, known as gonotrophic cycles. These cycles span the period from blood meal intake to oviposition. Understanding how reproductive success is maintained across gonotrophic cycles allows for the identification of molecular targets to reduce mosquito population growth. Odorant receptor co-receptor (orco) encodes a conserved insect-specific transmembrane ion channel that complexes with tuning odorant receptors (ORs) to form a functional olfactory receptor. orco expression has been identified in the male and female mosquito germline, but its role is unclear. We report an orco-dependent, maternal effect reduction in fertility after the first gonotrophic cycle. This decline was rescued by repairing the orco mutant locus. Eggs deposited by orco mutant females are fertilized but the embryos reveal developmental defects, reduced hatching, and changes in ion channel signaling gene transcription. We present an unexpected role for an olfactory receptor pathway in mosquito reproduction.

HIGHLIGHTSO_LILoss of the orco olfactory co-receptor promotes female mosquito fertility decline.
C_LIO_LIAfter their first reproductive cycle completes, Ae. aegypti orco mutant females produce embryos with disrupted development and reduced hatching.
C_LIO_LICRISPR/Cas9-mediated repair of the orco mutation rescues the fertility defect.
C_LIO_LIGene expression profiling of embryos from orco mutant females supports a role for ion channel signaling in mosquito development.
C_LI",https://www.biorxiv.org/content/early/2023/01/08/2023.01.07.523099,"Title: Fertility decline in female mosquitoes is regulated by the orco olfactory co-receptor; Authors: David, O. G.; Sanchez, K. M.; Arce, A. V.; Costa-da-Silva, A. L.; Bellantuono, A. J.; DeGennaro, M.; Corresponding Author: Matthew DeGennaro; Author Institution: Florida International University; Category: genetics; Abstract: Female Aedes aegypti mosquitoes undergo multiple rounds of reproduction, known as gonotrophic cycles. These cycles span the period from blood meal intake to oviposition. Understanding how reproductive success is maintained across gonotrophic cycles allows for the identification of molecular targets to reduce mosquito population growth. Odorant receptor co-receptor (orco) encodes a conserved insect-specific transmembrane ion channel that complexes with tuning odorant receptors (ORs) to form a functional olfactory receptor. orco expression has been identified in the male and female mosquito germline, but its role is unclear. We report an orco-dependent, maternal effect reduction in fertility after the first gonotrophic cycle. This decline was rescued by repairing the orco mutant locus. Eggs deposited by orco mutant females are fertilized but the embryos reveal developmental defects, reduced hatching, and changes in ion channel signaling gene transcription. We present an unexpected role for an olfactory receptor pathway in mosquito reproduction.

HIGHLIGHTSO_LILoss of the orco olfactory co-receptor promotes female mosquito fertility decline.
C_LIO_LIAfter their first reproductive cycle completes, Ae. aegypti orco mutant females produce embryos with disrupted development and reduced hatching.
C_LIO_LICRISPR/Cas9-mediated repair of the orco mutation rescues the fertility defect.
C_LIO_LIGene expression profiling of embryos from orco mutant females supports a role for ion channel signaling in mosquito development.
C_LI",397
30,10.1101/2023.01.06.523044,Unmixing Fluorescence Image Data with Sparse and Low-Rank Poisson Regression,"Wang, R.; Lemus, A. A.; Henneberry, C. M.; Ying, Y.; Feng, Y.; Valm, A. M.",Alex M Valm,State University of New York at Albany,2023-01-08,bioinformatics,"Multispectral biological fluorescence microscopy has enabled the identification of multiple targets in complex samples. The accuracy in the unmixing result degrades (1) as the number of fluorophores used in any experiment increases and (2) as the signal-to-noise ratio in the recorded images decreases. Further, the availability of prior knowledge regarding the expected spatial distributions of fluorophores in images of labeled cells provides an opportunity to improve the accuracy of fluorophore identification and abundance. We propose a regularized sparse and low-rank Poisson unmixing approach (SL-PRU) to deconvolve spectral images labeled with highly overlapping fluorophores which are recorded in low signal-to-noise regimes. Firstly, SL-PRU implements multi-penalty terms when pursuing sparseness and spatial correlation of the resulting abundances in small neighborhoods simultaneously. Secondly, SL-PRU makes use of Poisson regression for unmixing instead of least squares regression to better estimate photon abundance. Thirdly, we propose a method to tune the SL-PRU parameters involved in the unmixing procedure in the absence of knowledge of the ground truth abundance information in a recorded image. By validating on simulated and real-world images, we show that our proposed method leads to improved accuracy in unmixing fluorophores with highly overlapping spectra.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.06.523044,"Title: Unmixing Fluorescence Image Data with Sparse and Low-Rank Poisson Regression; Authors: Wang, R.; Lemus, A. A.; Henneberry, C. M.; Ying, Y.; Feng, Y.; Valm, A. M.; Corresponding Author: Alex M Valm; Author Institution: State University of New York at Albany; Category: bioinformatics; Abstract: Multispectral biological fluorescence microscopy has enabled the identification of multiple targets in complex samples. The accuracy in the unmixing result degrades (1) as the number of fluorophores used in any experiment increases and (2) as the signal-to-noise ratio in the recorded images decreases. Further, the availability of prior knowledge regarding the expected spatial distributions of fluorophores in images of labeled cells provides an opportunity to improve the accuracy of fluorophore identification and abundance. We propose a regularized sparse and low-rank Poisson unmixing approach (SL-PRU) to deconvolve spectral images labeled with highly overlapping fluorophores which are recorded in low signal-to-noise regimes. Firstly, SL-PRU implements multi-penalty terms when pursuing sparseness and spatial correlation of the resulting abundances in small neighborhoods simultaneously. Secondly, SL-PRU makes use of Poisson regression for unmixing instead of least squares regression to better estimate photon abundance. Thirdly, we propose a method to tune the SL-PRU parameters involved in the unmixing procedure in the absence of knowledge of the ground truth abundance information in a recorded image. By validating on simulated and real-world images, we show that our proposed method leads to improved accuracy in unmixing fluorophores with highly overlapping spectra.",350
31,10.1101/2023.01.08.523081,A versatile in situ cofactor enhancing system for meeting cellular demands for engineered metabolic pathways,"Joroensuk, J.; Sutthaphirom, C.; Phonbuppha, J.; Chinantuya, W.; Kesornpun, C.; Akeratchatapan, N.; Kittipanukul, N.; Phatinuwat, K.; Atichartpongkul, S.; Fuangthong, M.; Pongtharangkul, T.; Hollmann, F.; Chaiyen, P.",Pimchai Chaiyen,Vidyasirimedhi Institute of Science and Technology (VISTEC),2023-01-08,synthetic biology,"Cofactor imbalance obstructs the productivities of metabolically engineered cells. Herein, we employed a minimally perturbing system, xylose reductase and lactose (XR/lactose), to increase levels of a pool of sugar-phosphates which are connected to the biosynthesis of NAD(P)H, FAD, FMN and ATP in Escherichia coli. The XR/lactose system could increase the amounts of the precursors of these cofactors and was tested with three different metabolically engineered cell systems (fatty alcohol biosynthesis, bioluminescence light generation and alkane biosynthesis) with different cofactor demands. Productivities of these cells were increased 2-4-fold by the XR/lactose system. Untargeted metabolomic analysis revealed different metabolite patterns among these cells; demonstrating that only metabolites involved in relevant cofactor biosynthesis were altered. The results were also confirmed by transcriptomic analysis. Another sugar reducing system (glucose dehydrogenase, GDH) could also be used to increase fatty alcohol production but resulted in less yield enhancement than XR. This work demonstrates that the approach of increasing cellular sugar phosphates can be a generic tool to increase in vivo cofactor generation upon cellular demand for synthetic biology.

TeaserUse of sugar and sugar reductase to increase sugar phosphates for enhancing in situ synthesis of cofactors upon cellular demand for synthetic biology.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.08.523081,"Title: A versatile in situ cofactor enhancing system for meeting cellular demands for engineered metabolic pathways; Authors: Joroensuk, J.; Sutthaphirom, C.; Phonbuppha, J.; Chinantuya, W.; Kesornpun, C.; Akeratchatapan, N.; Kittipanukul, N.; Phatinuwat, K.; Atichartpongkul, S.; Fuangthong, M.; Pongtharangkul, T.; Hollmann, F.; Chaiyen, P.; Corresponding Author: Pimchai Chaiyen; Author Institution: Vidyasirimedhi Institute of Science and Technology (VISTEC); Category: synthetic biology; Abstract: Cofactor imbalance obstructs the productivities of metabolically engineered cells. Herein, we employed a minimally perturbing system, xylose reductase and lactose (XR/lactose), to increase levels of a pool of sugar-phosphates which are connected to the biosynthesis of NAD(P)H, FAD, FMN and ATP in Escherichia coli. The XR/lactose system could increase the amounts of the precursors of these cofactors and was tested with three different metabolically engineered cell systems (fatty alcohol biosynthesis, bioluminescence light generation and alkane biosynthesis) with different cofactor demands. Productivities of these cells were increased 2-4-fold by the XR/lactose system. Untargeted metabolomic analysis revealed different metabolite patterns among these cells; demonstrating that only metabolites involved in relevant cofactor biosynthesis were altered. The results were also confirmed by transcriptomic analysis. Another sugar reducing system (glucose dehydrogenase, GDH) could also be used to increase fatty alcohol production but resulted in less yield enhancement than XR. This work demonstrates that the approach of increasing cellular sugar phosphates can be a generic tool to increase in vivo cofactor generation upon cellular demand for synthetic biology.

TeaserUse of sugar and sugar reductase to increase sugar phosphates for enhancing in situ synthesis of cofactors upon cellular demand for synthetic biology.",440
32,10.1101/2023.01.08.523148,Artificial intelligence supports automated characterization of differentiated human pluripotent stem cells,"Marzec-Schmidt, K.; Ghosheh, N.; Stahlschmidt, S. R.; Kuppers-Munther, B.; Synnergren, J.; Ulfenborg, B.",Benjamin Ulfenborg,"Department of Biology and Bioinformatics, School of Bioscience, University of Skovde, Skovde, SE-541 28, Sweden",2023-01-08,cell biology,"Revolutionary advances in AI and deep learning in recent years have resulted in an upsurge of papers exploring applications within the biomedical field. Within stem cell research, promising results have been reported from analyses of microscopy images to e.g., distinguish between pluripotent stem cells and differentiated cell types derived from stem cells. In this work, we investigated the possibility of using a deep learning model to predict the differentiation stage of pluripotent stem cells undergoing differentiation towards hepatocytes, based on morphological features of cell cultures. We were able to achieve close to perfect classification of images from early and late time points during differentiation, and this aligned very well with the experimental validation of cell identity and function. Our results suggest that deep learning models can distinguish between different cell morphologies, and provide alternative means of semi-automated functional characterization of stem cell cultures.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.08.523148,"Title: Artificial intelligence supports automated characterization of differentiated human pluripotent stem cells; Authors: Marzec-Schmidt, K.; Ghosheh, N.; Stahlschmidt, S. R.; Kuppers-Munther, B.; Synnergren, J.; Ulfenborg, B.; Corresponding Author: Benjamin Ulfenborg; Author Institution: Department of Biology and Bioinformatics, School of Bioscience, University of Skovde, Skovde, SE-541 28, Sweden; Category: cell biology; Abstract: Revolutionary advances in AI and deep learning in recent years have resulted in an upsurge of papers exploring applications within the biomedical field. Within stem cell research, promising results have been reported from analyses of microscopy images to e.g., distinguish between pluripotent stem cells and differentiated cell types derived from stem cells. In this work, we investigated the possibility of using a deep learning model to predict the differentiation stage of pluripotent stem cells undergoing differentiation towards hepatocytes, based on morphological features of cell cultures. We were able to achieve close to perfect classification of images from early and late time points during differentiation, and this aligned very well with the experimental validation of cell identity and function. Our results suggest that deep learning models can distinguish between different cell morphologies, and provide alternative means of semi-automated functional characterization of stem cell cultures.",284
33,10.1101/2023.01.08.523146,The effect of in vitro starch digestibility on glycemic/insulinemic index of biscuits and bread made from non-conventional wholemeal/wholegrain flour mixtures.,"Papadopoulos, C.; Anagnostopoulos, K.; Zisimopoulos, A.; Panopoulou, M.; Papazoglou, D.; Grapsa, A.; Tente, T.; Tentes, I.",Ioannis Tentes,"Laboratory of Biochemistry, Medical School, Democritus University of Thrace, 68100 Alexandroupolis, Greece",2023-01-08,biochemistry,"BACKGROUNDCarbohydrates as starch are a staple part of the Mediterranean diet. Starch is digested in the small intestine and the resulting glucose is absorbed into the blood, eliciting an insulin response. The digestion and absorption kinetics (rapid or slow) depends on starch structure.

OBJECTIVETo study the relationship between the in vivo glycemic and insulinemic index and the in vitro digestibility characteristics of six bakery products, made from non-conventional wholemeal/wholegrain flours.

METHODSWe analyzed in vitro the rapidly- and slowly- available glucose (RAG and SAG), the rapidly- and slowly- digestible starch (RDS and SDS), and the resistant starch (RS) fraction of the six wholemeal/wholegrain products and one white type of bread. The glycemic and the insulinemic index (GI and II respectively) were estimated by in vivo testing in a group of eleven healthy individuals.

RESULTSThe GI of the wholemeal/wholegrain flour biscuits and breads were low, (range 28{+/-}3.2 to 41{+/-}3.9, Mean{+/-}SEM) correlating with the II. RAG positively correlated with both GI and II, with fiber having a marginal correlation.

CONCLUSIONSOur findings indicate that both conventional and non-conventional wholemeal/wholegrain bakery products have low GI and moderate II, correlating to in vitro starch digestibility and the type of processing.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.08.523146,"Title: The effect of in vitro starch digestibility on glycemic/insulinemic index of biscuits and bread made from non-conventional wholemeal/wholegrain flour mixtures.; Authors: Papadopoulos, C.; Anagnostopoulos, K.; Zisimopoulos, A.; Panopoulou, M.; Papazoglou, D.; Grapsa, A.; Tente, T.; Tentes, I.; Corresponding Author: Ioannis Tentes; Author Institution: Laboratory of Biochemistry, Medical School, Democritus University of Thrace, 68100 Alexandroupolis, Greece; Category: biochemistry; Abstract: BACKGROUNDCarbohydrates as starch are a staple part of the Mediterranean diet. Starch is digested in the small intestine and the resulting glucose is absorbed into the blood, eliciting an insulin response. The digestion and absorption kinetics (rapid or slow) depends on starch structure.

OBJECTIVETo study the relationship between the in vivo glycemic and insulinemic index and the in vitro digestibility characteristics of six bakery products, made from non-conventional wholemeal/wholegrain flours.

METHODSWe analyzed in vitro the rapidly- and slowly- available glucose (RAG and SAG), the rapidly- and slowly- digestible starch (RDS and SDS), and the resistant starch (RS) fraction of the six wholemeal/wholegrain products and one white type of bread. The glycemic and the insulinemic index (GI and II respectively) were estimated by in vivo testing in a group of eleven healthy individuals.

RESULTSThe GI of the wholemeal/wholegrain flour biscuits and breads were low, (range 28{+/-}3.2 to 41{+/-}3.9, Mean{+/-}SEM) correlating with the II. RAG positively correlated with both GI and II, with fiber having a marginal correlation.

CONCLUSIONSOur findings indicate that both conventional and non-conventional wholemeal/wholegrain bakery products have low GI and moderate II, correlating to in vitro starch digestibility and the type of processing.",437
34,10.1101/2023.01.08.523135,Acetylated dietary protein contributes to the acetylome in cells via KARS-mediated intra-translational deposition of acetyl-lysine in nascent protein,"Guo, D.; Zhang, X.; He, J.; Yu, W.; Zhou, R.; Tong, F.; Yin, S.; Wang, Y.; Yang, Y.; Xu, X.; Wang, L.; Fan, M.; Feng, S.; Hong, C.; Huang, C.; Liu, K.; Ouyang, Z.; Wang, Y.",Yugang Wang,Huazhong University of Science and Technology,2023-01-08,biochemistry,"N6-acetyl-L-lysine residue is abundant in dietary protein but less is known about its potential influences on the diet-consumers. We herein report that N6-acetyl-L-lysine residues in acetylated dietary protein directly contributes to the acetylome in animal. By feeding mice with deuterium-labelled N6-acetyl-L-lysine-proteins, we demonstrated that acetylated dietary protein is a direct source of N6-acetyl-L-lysine that can widely contribute the acetylome in organs of liver, brain, and lung in mice. In mammalian cells, N6-acetyl-L-lysine can be utilized by Lysyl-tRNA synthetase (KARS) to generate N6-acetyl-L-lysyl-tRNA, which introduces N6-acetyl-L-lysine into the growing nascent polypeptide and intra-translationally results in protein acetylation. Co-crystal structure of KARS in complex with N6-acetyl-L-lysyl-AMP and pyrophosphate, coupled with in vitro biochemical assays, further confirms a sequential mechanism that KARS produces N6-acetyl-L-lysyl-AMP and transfers the N6-acetyl-L-lysyl-moiety to lysine cognate tRNA to generate N6-acetyl-L-lysyl-tRNA. Together, the present study establishes a model that N6-acetyl-L-lysine bridges the influence of acetylated dietary protein to the acetylome in dietary protein-consumer. Importantly, an undocumented mechanism that intra-translationally deposit acetylation in nascent proteins has been proved. It might extend the repertoire of acetylome and improves our understandings in protein modification modes in cells.",https://www.biorxiv.org/content/early/2023/01/08/2023.01.08.523135,"Title: Acetylated dietary protein contributes to the acetylome in cells via KARS-mediated intra-translational deposition of acetyl-lysine in nascent protein; Authors: Guo, D.; Zhang, X.; He, J.; Yu, W.; Zhou, R.; Tong, F.; Yin, S.; Wang, Y.; Yang, Y.; Xu, X.; Wang, L.; Fan, M.; Feng, S.; Hong, C.; Huang, C.; Liu, K.; Ouyang, Z.; Wang, Y.; Corresponding Author: Yugang Wang; Author Institution: Huazhong University of Science and Technology; Category: biochemistry; Abstract: N6-acetyl-L-lysine residue is abundant in dietary protein but less is known about its potential influences on the diet-consumers. We herein report that N6-acetyl-L-lysine residues in acetylated dietary protein directly contributes to the acetylome in animal. By feeding mice with deuterium-labelled N6-acetyl-L-lysine-proteins, we demonstrated that acetylated dietary protein is a direct source of N6-acetyl-L-lysine that can widely contribute the acetylome in organs of liver, brain, and lung in mice. In mammalian cells, N6-acetyl-L-lysine can be utilized by Lysyl-tRNA synthetase (KARS) to generate N6-acetyl-L-lysyl-tRNA, which introduces N6-acetyl-L-lysine into the growing nascent polypeptide and intra-translationally results in protein acetylation. Co-crystal structure of KARS in complex with N6-acetyl-L-lysyl-AMP and pyrophosphate, coupled with in vitro biochemical assays, further confirms a sequential mechanism that KARS produces N6-acetyl-L-lysyl-AMP and transfers the N6-acetyl-L-lysyl-moiety to lysine cognate tRNA to generate N6-acetyl-L-lysyl-tRNA. Together, the present study establishes a model that N6-acetyl-L-lysine bridges the influence of acetylated dietary protein to the acetylome in dietary protein-consumer. Importantly, an undocumented mechanism that intra-translationally deposit acetylation in nascent proteins has been proved. It might extend the repertoire of acetylome and improves our understandings in protein modification modes in cells.",497
